,strikePrice,expiryDate,PE,CE
152,21000,24-Dec-2025,"{'strikePrice': 21000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE21000.00', 'openInterest': 3803, 'changeinOpenInterest': -99.66666666666667, 'pchangeinOpenInterest': -2.553809361120601, 'totalTradedVolume': 1065, 'impliedVolatility': 17.58, 'lastPrice': 296.95, 'change': -22.25, 'pChange': -6.970551378446116, 'totalBuyQuantity': 10950, 'totalSellQuantity': 10575, 'bidQty': 75, 'bidprice': 294.75, 'askQty': 75, 'askPrice': 296.95, 'underlyingValue': 22508.75}","{'strikePrice': 21000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025CE21000.00', 'openInterest': 603.6666666666666, 'changeinOpenInterest': 177, 'pchangeinOpenInterest': 41.484375, 'totalTradedVolume': 238, 'impliedVolatility': 0, 'lastPrice': 2815.2, 'change': 108.29999999999973, 'pChange': 4.000886623074355, 'totalBuyQuantity': 2925, 'totalSellQuantity': 1950, 'bidQty': 75, 'bidprice': 2806.2, 'askQty': 75, 'askPrice': 2885.55, 'underlyingValue': 22508.75}"
153,21000,25-Jun-2026,"{'strikePrice': 21000, 'expiryDate': '25-Jun-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2026PE21000.00', 'openInterest': 19, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 750, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 352.9, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
154,21000,31-Dec-2026,"{'strikePrice': 21000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE21000.00', 'openInterest': 45.666666666666664, 'changeinOpenInterest': 3, 'pchangeinOpenInterest': 7.03125, 'totalTradedVolume': 8, 'impliedVolatility': 19.33, 'lastPrice': 458, 'change': -17, 'pChange': -3.578947368421052, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 75, 'bidprice': 450, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}","{'strikePrice': 21000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026CE21000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 0, 'totalSellQuantity': 0, 'bidQty': 0, 'bidprice': 0, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}"
155,21000,24-Jun-2027,"{'strikePrice': 21000, 'expiryDate': '24-Jun-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-06-2027PE21000.00', 'openInterest': 2.6666666666666665, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 900, 'totalSellQuantity': 0, 'bidQty': 750, 'bidprice': 399.65, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
156,21000,30-Dec-2027,"{'strikePrice': 21000, 'expiryDate': '30-Dec-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY30-12-2027PE21000.00', 'openInterest': 0.6666666666666666, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 675, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 395.95, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
157,21000,29-Jun-2028,"{'strikePrice': 21000, 'expiryDate': '29-Jun-2028', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-06-2028PE21000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 384.65, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
158,21000,28-Dec-2028,"{'strikePrice': 21000, 'expiryDate': '28-Dec-2028', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-12-2028PE21000.00', 'openInterest': 16.333333333333332, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 369, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
159,21000,28-Jun-2029,"{'strikePrice': 21000, 'expiryDate': '28-Jun-2029', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-06-2029PE21000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 350.85, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
160,21000,27-Dec-2029,"{'strikePrice': 21000, 'expiryDate': '27-Dec-2029', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-12-2029PE21000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 331.6, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
161,21050,20-Mar-2025,"{'strikePrice': 21050, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025PE21050.00', 'openInterest': 2883, 'changeinOpenInterest': 1050, 'pchangeinOpenInterest': 57.283142389525366, 'totalTradedVolume': 41585, 'impliedVolatility': 29.15, 'lastPrice': 0.8, 'change': -1.15, 'pChange': -58.97435897435898, 'totalBuyQuantity': 425625, 'totalSellQuantity': 67875, 'bidQty': 33300, 'bidprice': 0.8, 'askQty': 75, 'askPrice': 1.05, 'underlyingValue': 22508.75}","{'strikePrice': 21050, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025CE21050.00', 'openInterest': 5, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5325, 'totalSellQuantity': 5325, 'bidQty': 1125, 'bidprice': 1435.45, 'askQty': 1125, 'askPrice': 1624.1, 'underlyingValue': 22508.75}"
162,21050,27-Mar-2025,"{'strikePrice': 21050, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE21050.00', 'openInterest': 761, 'changeinOpenInterest': 192, 'pchangeinOpenInterest': 33.74340949033392, 'totalTradedVolume': 1221, 'impliedVolatility': 19.34, 'lastPrice': 3.45, 'change': -3.45, 'pChange': -50, 'totalBuyQuantity': 34725, 'totalSellQuantity': 3450, 'bidQty': 4500, 'bidprice': 3.4, 'askQty': 225, 'askPrice': 3.45, 'underlyingValue': 22508.75}","{'strikePrice': 21050, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE21050.00', 'openInterest': 17, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 3, 'impliedVolatility': 23.6, 'lastPrice': 1536.3, 'change': -4.2000000000000455, 'pChange': -0.2726387536514148, 'totalBuyQuantity': 4950, 'totalSellQuantity': 6150, 'bidQty': 1425, 'bidprice': 1346.8, 'askQty': 750, 'askPrice': 1583.25, 'underlyingValue': 22508.75}"
163,21050,03-Apr-2025,"{'strikePrice': 21050, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025PE21050.00', 'openInterest': 16, 'changeinOpenInterest': -3, 'pchangeinOpenInterest': -15.789473684210526, 'totalTradedVolume': 24, 'impliedVolatility': 17.51, 'lastPrice': 8.95, 'change': -13.3, 'pChange': -59.7752808988764, 'totalBuyQuantity': 18225, 'totalSellQuantity': 5025, 'bidQty': 225, 'bidprice': 7.25, 'askQty': 150, 'askPrice': 8.95, 'underlyingValue': 22508.75}","{'strikePrice': 21050, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025CE21050.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3450, 'totalSellQuantity': 3450, 'bidQty': 1725, 'bidprice': 1324.55, 'askQty': 1725, 'askPrice': 1787.15, 'underlyingValue': 22508.75}"
164,21050,09-Apr-2025,"{'strikePrice': 21050, 'expiryDate': '09-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY09-04-2025PE21050.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 7, 'impliedVolatility': 17.37, 'lastPrice': 17.75, 'change': -10.149999999999999, 'pChange': -36.37992831541219, 'totalBuyQuantity': 11700, 'totalSellQuantity': 3750, 'bidQty': 300, 'bidprice': 12.7, 'askQty': 225, 'askPrice': 21.05, 'underlyingValue': 22508.75}",
165,21050,17-Apr-2025,"{'strikePrice': 21050, 'expiryDate': '17-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY17-04-2025PE21050.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3225, 'totalSellQuantity': 2250, 'bidQty': 1800, 'bidprice': 9.55, 'askQty': 1800, 'askPrice': 38.5, 'underlyingValue': 22508.75}",
166,21050,24-Apr-2025,"{'strikePrice': 21050, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE21050.00', 'openInterest': 70, 'changeinOpenInterest': 60, 'pchangeinOpenInterest': 600, 'totalTradedVolume': 196, 'impliedVolatility': 16.54, 'lastPrice': 34.35, 'change': -52.6, 'pChange': -60.494537090281774, 'totalBuyQuantity': 7425, 'totalSellQuantity': 4350, 'bidQty': 900, 'bidprice': 31.15, 'askQty': 1725, 'askPrice': 50.6, 'underlyingValue': 22508.75}","{'strikePrice': 21050, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE21050.00', 'openInterest': 13, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5550, 'totalSellQuantity': 5250, 'bidQty': 225, 'bidprice': 1670, 'askQty': 1725, 'askPrice': 1848.8, 'underlyingValue': 22508.75}"
167,21050,29-May-2025,"{'strikePrice': 21050, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025PE21050.00', 'openInterest': 14, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3450, 'totalSellQuantity': 1800, 'bidQty': 225, 'bidprice': 79.55, 'askQty': 900, 'askPrice': 96.95, 'underlyingValue': 22508.75}","{'strikePrice': 21050, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025CE21050.00', 'openInterest': 13, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3750, 'totalSellQuantity': 1725, 'bidQty': 225, 'bidprice': 1737.9, 'askQty': 1725, 'askPrice': 2049.25, 'underlyingValue': 22508.75}"
168,21100,20-Mar-2025,"{'strikePrice': 21100, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025PE21100.00', 'openInterest': 9200, 'changeinOpenInterest': 658, 'pchangeinOpenInterest': 7.703114024818544, 'totalTradedVolume': 81810, 'impliedVolatility': 28.41, 'lastPrice': 0.9, 'change': -1.15, 'pChange': -56.09756097560976, 'totalBuyQuantity': 322650, 'totalSellQuantity': 64350, 'bidQty': 2925, 'bidprice': 0.9, 'askQty': 3600, 'askPrice': 1, 'underlyingValue': 22508.75}","{'strikePrice': 21100, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025CE21100.00', 'openInterest': 4, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6075, 'totalSellQuantity': 6075, 'bidQty': 1125, 'bidprice': 1366.4, 'askQty': 1125, 'askPrice': 1519.95, 'underlyingValue': 22508.75}"
169,21100,27-Mar-2025,"{'strikePrice': 21100, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE21100.00', 'openInterest': 6027, 'changeinOpenInterest': -42, 'pchangeinOpenInterest': -0.6920415224913494, 'totalTradedVolume': 12580, 'impliedVolatility': 18.84, 'lastPrice': 3.35, 'change': -4.15, 'pChange': -55.333333333333336, 'totalBuyQuantity': 36300, 'totalSellQuantity': 14550, 'bidQty': 750, 'bidprice': 3.3, 'askQty': 600, 'askPrice': 4.4, 'underlyingValue': 22508.75}","{'strikePrice': 21100, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE21100.00', 'openInterest': 10, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 1, 'impliedVolatility': 29.45, 'lastPrice': 1513.95, 'change': 164.10000000000014, 'pChange': 12.156906322924781, 'totalBuyQuantity': 8025, 'totalSellQuantity': 6750, 'bidQty': 675, 'bidprice': 1486.7, 'askQty': 150, 'askPrice': 1499.75, 'underlyingValue': 22508.75}"
170,21100,03-Apr-2025,"{'strikePrice': 21100, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025PE21100.00', 'openInterest': 121, 'changeinOpenInterest': 62, 'pchangeinOpenInterest': 105.08474576271186, 'totalTradedVolume': 1883, 'impliedVolatility': 16.86, 'lastPrice': 8.75, 'change': -7.550000000000001, 'pChange': -46.31901840490798, 'totalBuyQuantity': 32025, 'totalSellQuantity': 28125, 'bidQty': 450, 'bidprice': 7.7, 'askQty': 300, 'askPrice': 9.75, 'underlyingValue': 22508.75}","{'strikePrice': 21100, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025CE21100.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3450, 'totalSellQuantity': 3450, 'bidQty': 1725, 'bidprice': 1278.55, 'askQty': 1725, 'askPrice': 1734.95, 'underlyingValue': 22508.75}"
171,21100,09-Apr-2025,"{'strikePrice': 21100, 'expiryDate': '09-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY09-04-2025PE21100.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 14625, 'totalSellQuantity': 5625, 'bidQty': 225, 'bidprice': 14.15, 'askQty': 75, 'askPrice': 20.7, 'underlyingValue': 22508.75}","{'strikePrice': 21100, 'expiryDate': '09-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY09-04-2025CE21100.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 0, 'totalSellQuantity': 0, 'bidQty': 0, 'bidprice': 0, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}"
172,21100,17-Apr-2025,"{'strikePrice': 21100, 'expiryDate': '17-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY17-04-2025PE21100.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4575, 'totalSellQuantity': 3525, 'bidQty': 750, 'bidprice': 25.2, 'askQty': 375, 'askPrice': 28.1, 'underlyingValue': 22508.75}",
173,21100,24-Apr-2025,"{'strikePrice': 21100, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE21100.00', 'openInterest': 2871, 'changeinOpenInterest': 2191, 'pchangeinOpenInterest': 322.20588235294116, 'totalTradedVolume': 4194, 'impliedVolatility': 16.35, 'lastPrice': 39.3, 'change': -17.35, 'pChange': -30.62665489849956, 'totalBuyQuantity': 36975, 'totalSellQuantity': 7275, 'bidQty': 300, 'bidprice': 38.05, 'askQty': 75, 'askPrice': 44, 'underlyingValue': 22508.75}","{'strikePrice': 21100, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE21100.00', 'openInterest': 7, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7950, 'totalSellQuantity': 7725, 'bidQty': 225, 'bidprice': 1644.95, 'askQty': 675, 'askPrice': 1710.3, 'underlyingValue': 22508.75}"
174,21100,29-May-2025,"{'strikePrice': 21100, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025PE21100.00', 'openInterest': 489, 'changeinOpenInterest': 54, 'pchangeinOpenInterest': 12.413793103448276, 'totalTradedVolume': 272, 'impliedVolatility': 15.79, 'lastPrice': 84.85, 'change': -20.05000000000001, 'pChange': -19.11344137273595, 'totalBuyQuantity': 5925, 'totalSellQuantity': 5250, 'bidQty': 75, 'bidprice': 82.95, 'askQty': 150, 'askPrice': 93.95, 'underlyingValue': 22508.75}","{'strikePrice': 21100, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025CE21100.00', 'openInterest': 8, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3750, 'totalSellQuantity': 3525, 'bidQty': 225, 'bidprice': 1725.05, 'askQty': 1725, 'askPrice': 1959.35, 'underlyingValue': 22508.75}"
175,21150,20-Mar-2025,"{'strikePrice': 21150, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025PE21150.00', 'openInterest': 4201, 'changeinOpenInterest': 2929, 'pchangeinOpenInterest': 230.26729559748426, 'totalTradedVolume': 44099, 'impliedVolatility': 27.5, 'lastPrice': 0.85, 'change': -1.25, 'pChange': -59.523809523809526, 'totalBuyQuantity': 385575, 'totalSellQuantity': 38400, 'bidQty': 5400, 'bidprice': 0.8, 'askQty': 1500, 'askPrice': 1.1, 'underlyingValue': 22508.75}","{'strikePrice': 21150, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025CE21150.00', 'openInterest': 8, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6075, 'totalSellQuantity': 6150, 'bidQty': 1125, 'bidprice': 1331.3, 'askQty': 1200, 'askPrice': 1433.3, 'underlyingValue': 22508.75}"
176,21150,27-Mar-2025,"{'strikePrice': 21150, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE21150.00', 'openInterest': 641, 'changeinOpenInterest': -538, 'pchangeinOpenInterest': -45.631891433418154, 'totalTradedVolume': 4510, 'impliedVolatility': 18.61, 'lastPrice': 4.05, 'change': -4.500000000000001, 'pChange': -52.63157894736843, 'totalBuyQuantity': 28275, 'totalSellQuantity': 3000, 'bidQty': 1800, 'bidprice': 3.95, 'askQty': 225, 'askPrice': 4.35, 'underlyingValue': 22508.75}","{'strikePrice': 21150, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE21150.00', 'openInterest': 13, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5625, 'totalSellQuantity': 5400, 'bidQty': 750, 'bidprice': 1250.65, 'askQty': 75, 'askPrice': 1462.3, 'underlyingValue': 22508.75}"
177,21150,03-Apr-2025,"{'strikePrice': 21150, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025PE21150.00', 'openInterest': 7, 'changeinOpenInterest': -9, 'pchangeinOpenInterest': -56.25, 'totalTradedVolume': 21, 'impliedVolatility': 16.89, 'lastPrice': 10.1, 'change': -7.85, 'pChange': -43.73259052924791, 'totalBuyQuantity': 18900, 'totalSellQuantity': 6075, 'bidQty': 900, 'bidprice': 8, 'askQty': 900, 'askPrice': 16.85, 'underlyingValue': 22508.75}","{'strikePrice': 21150, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025CE21150.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3450, 'totalSellQuantity': 3450, 'bidQty': 1725, 'bidprice': 1232.3, 'askQty': 1725, 'askPrice': 1685.05, 'underlyingValue': 22508.75}"
178,21150,09-Apr-2025,"{'strikePrice': 21150, 'expiryDate': '09-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY09-04-2025PE21150.00', 'openInterest': 6, 'changeinOpenInterest': 6, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 14, 'impliedVolatility': 16.98, 'lastPrice': 20.7, 'change': -14.2, 'pChange': -40.68767908309456, 'totalBuyQuantity': 10650, 'totalSellQuantity': 1950, 'bidQty': 225, 'bidprice': 16.5, 'askQty': 225, 'askPrice': 22.6, 'underlyingValue': 22508.75}",
179,21150,17-Apr-2025,"{'strikePrice': 21150, 'expiryDate': '17-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY17-04-2025PE21150.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3000, 'totalSellQuantity': 1800, 'bidQty': 1800, 'bidprice': 5.15, 'askQty': 1800, 'askPrice': 86.7, 'underlyingValue': 22508.75}",
180,21150,24-Apr-2025,"{'strikePrice': 21150, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE21150.00', 'openInterest': 61, 'changeinOpenInterest': 36, 'pchangeinOpenInterest': 144, 'totalTradedVolume': 91, 'impliedVolatility': 16.3, 'lastPrice': 42.95, 'change': -34.599999999999994, 'pChange': -44.61637653127014, 'totalBuyQuantity': 3675, 'totalSellQuantity': 2850, 'bidQty': 900, 'bidprice': 20.35, 'askQty': 225, 'askPrice': 44.65, 'underlyingValue': 22508.75}","{'strikePrice': 21150, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE21150.00', 'openInterest': 14, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7275, 'totalSellQuantity': 7275, 'bidQty': 225, 'bidprice': 1579.95, 'askQty': 225, 'askPrice': 1658.85, 'underlyingValue': 22508.75}"
181,21150,29-May-2025,"{'strikePrice': 21150, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025PE21150.00', 'openInterest': 8, 'changeinOpenInterest': -11, 'pchangeinOpenInterest': -57.89473684210526, 'totalTradedVolume': 16, 'impliedVolatility': 15.83, 'lastPrice': 91.8, 'change': -22.700000000000003, 'pChange': -19.82532751091703, 'totalBuyQuantity': 4125, 'totalSellQuantity': 2025, 'bidQty': 75, 'bidprice': 88.1, 'askQty': 225, 'askPrice': 94.65, 'underlyingValue': 22508.75}","{'strikePrice': 21150, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025CE21150.00', 'openInterest': 11, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3750, 'totalSellQuantity': 1800, 'bidQty': 225, 'bidprice': 1703.9, 'askQty': 1725, 'askPrice': 1970.25, 'underlyingValue': 22508.75}"
